	Estimate	Std. Error	z value	Pr(>|z|)
SNP.35	0.110479330608601	0.0996684215510109	1.10846874957338	0.267659428111149
SNP.36	-0.0554517599853306	0.101048497853215	-0.548763822950448	0.583167540306925
SNP.37	0.0684499669862468	0.18453160070159	0.3709389975809	0.710682968084682
SNP.38	0.0826447002441407	0.0994012892199073	0.831424832542204	0.405733675492289
SNP.39	0.136214481959006	0.141980545521065	0.959388354644663	0.337363139493992
SNP.40	0.0150964222710155	0.0988310941654814	0.152749723136104	0.878595647442549
SNP.41	-0.0350204347743766	0.151172760069373	-0.231658367276655	0.816803369851975
SNP.42	-0.0656129463660099	0.104045709202559	-0.630616551791414	0.528291273744428
SNP.43	0.198773093519112	0.13373832132179	1.48628374840179	0.137204083516199
SNP.44	0.308222714851118	0.12513816574443	2.46305923550616	0.0137757154655828
SNP.45	0.0898494957783888	0.100092661576462	0.89766316894023	0.369365150759755
SNP.46	0.22598903615986	0.110754403567749	2.0404519267861	0.0413053344890661
SNP.47	-0.0979759432634608	0.133239869491216	-0.735335028753685	0.462135479968481
SNP.48	-0.0949968340423544	0.103642552052151	-0.916581386326282	0.359362041874175
SNP.49	-0.0526577320153106	0.10788804795488	-0.488077530490984	0.625494925934964
SNP.50	0.0490261059726195	0.122515337520479	0.400163007871765	0.689036458830393
SNP.51	0.181514422641787	0.115563595056505	1.57068861134889	0.116254995831672
SNP.52	0.449485229419567	0.165234024092805	2.72029463597104	0.00652237716809497
SNP.53	0.0105960516745242	0.112809812222987	0.0939284576910679	0.925165987797946
SNP.54	0.00022874846804154	0.172521819941031	0.00132591035800416	0.998942076906318
SNP.55	0.0566613189383676	0.0986655681684779	0.574276518041377	0.565780696762858
SNP.56	0.0556958619231372	0.0995019663526097	0.559746344366354	0.575652466356257
SNP.57	0.0594686975081621	0.113147687994639	0.525584734095317	0.599176765775855
SNP.58	0.150120192148379	0.0987849526094781	1.5196665907392	0.128594792380259
SNP.59	0.0461848535782415	0.097307003942746	0.474630311353702	0.635050497450218
SNP.60	0.189354704649924	0.0998665214645427	1.89607790351598	0.057949743970005
SNP.61	0.0983210568843178	0.158746437830019	0.619359137932891	0.535679793769581
SNP.62	0.211082239539931	0.103567061536011	2.0381213525744	0.041537798244395
SNP.63	0.150675880618046	0.0982467774018464	1.5336470528876	0.125116506002254
SNP.64	0.066517162703484	0.146906517096517	0.452785649119859	0.650703098348286
SNP.65	0.129564978224245	0.105431700386499	1.228899635966	0.219109437981028
SNP.66	0.161014579220928	0.100813702766153	1.59714974059049	0.110232332829373
SNP.67	0.14084837716144	0.0988403517922744	1.4250088613348	0.154154639618958
SNP.68	0.169962359131029	0.11998733246087	1.41650252276803	0.156628426060793
SNP.69	0.058675496110684	0.0977857665645332	0.600041275659085	0.548478727710562
SNP.70	-0.00830374508363953	0.0996195244397196	-0.0833545946975904	0.933569590996481
SNP.71	0.0696623230589867	0.0992942500916723	0.701574592634234	0.482944501095116
SNP.72	0.107173625627885	0.113529700557198	0.944013990188313	0.345162499148805
SNP.73	-0.100384235610395	0.128833957937175	-0.779175282803518	0.435876468123813
SNP.74	0.0621448837157322	0.119523742787733	0.51993756442264	0.603107092462808
SNP.75	0.043781944293168	0.0989388392471272	0.442515240994595	0.658116403915402
SNP.76	0.0283755624703969	0.101626792484962	0.279213402062215	0.78008105912602
SNP.77	-0.188855452776093	0.130730682589195	-1.44461460030427	0.148566169436842
SNP.78	-0.24898231345069	0.203335188585733	-1.22449200840469	0.220766679214997
SNP.79	0.101241955323157	0.105486630113506	0.959761016293898	0.337175506525424
SNP.80	0.0418524643533039	0.101870432110604	0.410840157307504	0.681189745165248
SNP.81	-0.0648093416712456	0.172133516222128	-0.376506232450473	0.706540582965285
SNP.82	0.092609169645697	0.13700095520033	0.675974627405182	0.499056754391313
SNP.83	-0.0510307974616257	0.115416654923171	-0.44214413851792	0.658384906115363
SNP.84	0.12221369344145	0.124818996594615	0.97912735060973	0.327517059146728
SNP.85	0.181850917700424	0.185990960274398	0.977740624770873	0.328202623824463
SNP.86	0.0896006372150806	0.107004532282419	0.837353664409239	0.402393802767143
SNP.87	-0.0388890374708985	0.125626223867795	-0.309561461560955	0.756894466758806
SNP.88	-0.000229467537021574	0.0985935143891136	-0.00232741005778481	0.99814299712475
SNP.89	0.0653199706524902	0.0987827164125713	0.661248981853039	0.508452653675745
SNP.90	-0.00840796149530694	0.113188475352289	-0.0742828408028105	0.940785330361831
SNP.91	0.00392140513420332	0.119036968472295	0.0329427503449569	0.97372024143628
SNP.92	-0.250873526813837	0.238149112250719	-1.05343045137922	0.292143753931175
SNP.93	-0.0879095651938004	0.0992518821792538	-0.885721895278836	0.375767406695478
SNP.94	-0.0991811245734742	0.187839376748565	-0.528010294168696	0.597492191097365
SNP.95	0.0208745045184169	0.109863624620128	0.190003785061652	0.849306164511962
SNP.96	-0.0761961356870807	0.0983565389987298	-0.774693136447844	0.43852100765923
SNP.97	-0.246278925591864	0.171264647218785	-1.43800211889177	0.150433452940117
SNP.98	-0.19557203078901	0.117378437961623	-1.66616658208515	0.0956802399824822
SNP.99	-0.242523458978541	0.220044747183848	-1.10215518471755	0.27039421144693
SNP.100	0.278454880993336	0.0753208477665142	3.69691644810629	0.000218234127837827
SNP.101	-0.00888939052778956	0.097800433791668	-0.090893160522432	0.927577484810129
SNP.102	-0.0477414541380947	0.11353465417213	-0.420501163157762	0.6741193798515
SNP.103	0.117362226009645	0.0989823610748518	1.18568828562186	0.235745422393662
SNP.104	0.0337701917175808	0.118096904709831	0.285953233072075	0.774913941096571
SNP.105	0.116980008903349	0.0968325718395343	1.20806466957423	0.227022388214178
SNP.106	0.0385710143719355	0.108493227080188	0.355515412436089	0.722203500636968
SNP.107	0.0922523636986487	0.0966537845801813	0.954461991316219	0.339849839973342
SNP.108	-0.0167704261077283	0.104954578911411	-0.159787465031742	0.873048498661989
SNP.109	0.300264412867309	0.185011134622532	1.62295319943809	0.104599409791361
SNP.110	0.0181630159221282	0.104377786175631	0.174012273948465	0.861855816179815
SNP.111	0.0923594500094524	0.106523202617003	0.867035985967533	0.385922292765848
SNP.112	0.106382110232766	0.102234958559439	1.04056490785308	0.298077524952423
SNP.113	0.0900737057650465	0.118196823293283	0.762065369062802	0.446020990539114
SNP.114	0.0260186088998228	0.142042549556932	0.183174752783456	0.854660903552681
SNP.115	0.105004915155931	0.111527362254416	0.941517068397924	0.346439946571998
SNP.116	0.0913227959827433	0.216951817769433	0.420935841523103	0.673801932183562
SNP.117	-0.078702994567254	0.107739608972326	-0.730492669483045	0.465089092164769
SNP.118	0.0441995265093285	0.146352649714058	0.302007012484467	0.762646717223185
SNP.119	-0.191067302217503	0.161795263645708	-1.18092024396891	0.237634408437891
SNP.120	-0.0409726885455155	0.101403257264014	-0.404056927272451	0.686170857796484
SNP.121	-0.221233349808649	0.159060907620939	-1.39087191892476	0.164264269472801
SNP.122	-0.262631028372605	0.134204417632213	-1.95694771458525	0.0503536159006273
SNP.123	-0.166547407328308	0.117587642116152	-1.41636828778141	0.156667703721015
SNP.124	-0.14501574605717	0.103871408454104	-1.39610840187313	0.162681854110979
SNP.125	-0.255712138116546	0.123446230162031	-2.0714455012592	0.0383171824614986
SNP.126	-0.164333117926849	0.108635158885759	-1.51270656399243	0.130354211514969
SNP.127	-0.0541325700046889	0.0983332406721099	-0.550501230659048	0.581975633024986
SNP.128	-0.168155309224554	0.0986156969938547	-1.70515764072562	0.0881650277838895
SNP.129	-0.142580677111682	0.144101227070487	-0.989448042950664	0.322443978685909
SNP.130	-0.156123125445722	0.10007858297566	-1.56000535582815	0.118758615534539
SNP.131	-0.198355682843039	0.166236090846394	-1.19321671866264	0.232784508631493
SNP.132	-0.206646702355194	0.103224302459765	-2.00191909686909	0.0452934334154902
SNP.133	-0.185014063047116	0.11398194914522	-1.62318739444784	0.104549351697912
SNP.134	-0.0507351021948455	0.110253750676405	-0.46016667808203	0.645396586796843
SNP.135	-0.0926144256454731	0.116395610385035	-0.79568658422002	0.426214226489033
SNP.136	-0.13644433802204	0.187262346680377	-0.728626659020386	0.466230066568056
SNP.137	-0.157944527085554	0.163142888345772	-0.968136145480024	0.332976380099094
SNP.138	-0.0531707612058426	0.106276556385201	-0.500305646083642	0.616859879122752
SNP.139	-0.0520748827989082	0.0992520648361439	-0.52467304216672	0.599810500583914
SNP.140	-0.196411075401274	0.130521396908837	-1.50481898028151	0.132370622610035
SNP.141	-0.0660294943421503	0.0968645053146525	-0.681668626992535	0.495448509643871
SNP.142	-0.12855332165962	0.0991633289945599	-1.29637964924183	0.19484471981475
SNP.143	-0.228303273800474	0.155690548941715	-1.46639134714557	0.142541702285748
SNP.144	-0.151783185743316	0.0970372986490707	-1.56417365133205	0.117776793209261
SNP.145	0.0445718907166601	0.17671444173992	0.252225512967745	0.800866758932076
SNP.146	-0.210370964104889	0.166194294612206	-1.2658133938699	0.20557989867736
SNP.147	-0.10098701657573	0.140034372193093	-0.721158776907138	0.470811831399912
SNP.148	-0.0982920977149498	0.100813591417144	-0.974988553956377	0.329565937658584
SNP.149	-0.0932651613212267	0.101592833528552	-0.918028940447014	0.358603714753643
SNP.150	-0.056149421804395	0.0991471596417421	-0.566324058170552	0.571173508777926
SNP.151	0.156026033808837	0.101919722869884	1.5308718412434	0.125801069814347
SNP.152	0.0215689095357426	0.101756193945536	0.211966551611463	0.83213312932447
SNP.153	0.0383667091330397	0.100761028909719	0.380769326675059	0.703374421515505
SNP.154	-0.0447960428140064	0.163368720798515	-0.274202078556114	0.783929330860562
SNP.155	0.041707577641843	0.099084774131412	0.420928220379531	0.67380749744072
SNP.156	0.0475168780374185	0.111561462999251	0.425925554935916	0.670162093024223
SNP.157	-0.0560654006569721	0.108556922523975	-0.516460851629151	0.605532574583178
SNP.158	0.00750142217199026	0.113891622405378	0.0658645650449179	0.947485652295653
SNP.159	0.110649367941521	0.126243539561159	0.87647548798263	0.380771596257829
SNP.160	0.0782909180791152	0.113406318352183	0.690357638063717	0.489969309643138
SNP.161	0.00685163843849017	0.0986017121535645	0.0694880270214707	0.944601162669723
SNP.162	0.040913336313104	0.0995050637248487	0.41116838461847	0.680949068889142
SNP.163	0.066923605879951	0.114779140450953	0.583064184110602	0.559850093284266
SNP.164	0.0910887859740814	0.0975653928124031	0.933617785450064	0.350501087626724
SNP.165	0.151049428824702	0.150321958969402	1.0048394117552	0.314974182835168
SNP.166	0.00854919308938632	0.099894799571984	0.0855819634857547	0.931798736900628
SNP.167	-0.0456177098202031	0.097722767340125	-0.466807388511934	0.640637689220443
SNP.168	0.00739228783853105	0.10247345398534	0.0721385641942798	0.942491636367728
SNP.169	0.097069026315838	0.109818628241112	0.883903103421743	0.376748521796315
SNP.170	0.0406313720707698	0.0984679423137554	0.412635535139987	0.679873662034415
SNP.171	0.0954968730651286	0.108589384571877	0.879431018433645	0.379167619930321
SNP.172	0.227848701401949	0.116469113839537	1.95630149393824	0.0504296483169479
SNP.173	0.142070203086836	0.103909900963508	1.36724413910017	0.171548794441472
SNP.174	0.00718151201903916	0.121642706979143	0.0590377524258034	0.95292203845109
SNP.175	0.42860021674433	0.254337267965582	1.68516482139114	0.0919567761624035
SNP.176	0.0794380724649387	0.124571231900861	0.63769195546014	0.523674223208125
SNP.177	0.00558248023980728	0.158871324141423	0.0351383754744683	0.971969401091342
SNP.178	0.0389798369272767	0.113520325925496	0.343373194267073	0.731317722890985
SNP.179	0.124370366078549	0.119201772972558	1.04336003548523	0.296781575558744
SNP.180	0.0976349532988245	0.104446321281129	0.934785946515327	0.349898623496233
SNP.181	0.0728156623254043	0.114620927416175	0.63527371455493	0.52524991385159
SNP.182	-0.0682574627924156	0.214788748331147	-0.317788819585562	0.750645132102764
SNP.183	0.417270699170346	0.0790511088452392	5.27849267727857	1.30250870375763e-07
SNP.184	-0.044824248800743	0.098331498551518	-0.45584832389449	0.648499051783231
SNP.185	0.192835147101451	0.200228076117195	0.963077460668321	0.335508651930966
SNP.186	-0.0837713693394798	0.104269075736345	-0.803415286343423	0.421734742549247
SNP.187	-0.0992279931105943	0.106048617480624	-0.935683985967324	0.349435918162794
SNP.188	-0.0548454146948623	0.107627216318832	-0.509586855172299	0.610340934837928
SNP.189	-0.114486178180572	0.201885059566653	-0.567085937049115	0.570655796859866
SNP.190	-0.104168116010131	0.101376006058265	-1.02754211830225	0.304165263462125
SNP.191	0.0976136825577979	0.153331294395733	0.636619438598534	0.524372760314489
SNP.192	-0.033040638110106	0.103511507616829	-0.319197728550272	0.749576579301087
SNP.193	-0.05388956174124	0.118147603100291	-0.45612065185525	0.648303220243913
SNP.194	-0.0408666317129143	0.106806852304645	-0.382621815277831	0.702000192721657
SNP.195	-0.295636964892641	0.155717773444631	-1.89854348898561	0.0576245246003684
SNP.196	-0.080498396226441	0.0979168709363505	-0.822109565559625	0.411014541852767
SNP.197	-0.0475991037657007	0.0984501606803544	-0.483484266930191	0.628751928200184
SNP.198	0.00701240380926385	0.0966617039227545	0.072545832782626	0.942167532244013
SNP.199	-0.0120458233431499	0.1086266043305	-0.110892017820055	0.91170197541945
SNP.200	-0.0713850869108071	0.0973513957949168	-0.733272351443106	0.463392334775404
SNP.201	0.134253855926888	0.094101823820131	1.42668707658105	0.15367011235235
SNP.202	0.123109102964592	0.113809409813821	1.08171286685332	0.279380134025224
SNP.203	0.163197829571899	0.111813898609519	1.45954869297443	0.144414148899314
SNP.204	0.059741756251168	0.0974707376326901	0.612919915270361	0.5399292942657
SNP.205	0.161346388636053	0.108410395300802	1.48829259581954	0.136673746751275
SNP.206	0.0905449463000796	0.108684029487412	0.833102588550662	0.404786873824012
SNP.207	0.131499905017108	0.1166793218509	1.12701979177721	0.259734113113268
SNP.208	0.190902626430717	0.112325564813965	1.69954744271166	0.0892160834588561
SNP.209	0.146185544849491	0.169516350672258	0.862368404403213	0.38848482147093
SNP.210	0.11230007542344	0.124361454308591	0.90301352656087	0.366518715985173
SNP.211	0.0100033499232193	0.135018182260678	0.0740889097729513	0.940939639727206
SNP.212	0.0143304698534516	0.100873117003319	0.142064310880569	0.887029207994795
SNP.213	0.0595068925322738	0.122810991260498	0.484540446433267	0.628002366928075
SNP.214	0.0534893344795952	0.10083071097864	0.530486534910246	0.595774642394742
SNP.215	0.0576143579052358	0.166859539158955	0.345286569743854	0.7298789423235
SNP.216	0.133697109293564	0.0995669412050068	1.34278614644075	0.179341230499581
SNP.217	0.182514973360004	0.0998454700129176	1.82797450236241	0.0675533784340698
SNP.218	0.0848844749091618	0.100456030728265	0.844991328980296	0.39811568035746
SNP.219	0.017513037755744	0.0986149020337041	0.177590175466163	0.859044840737928
SNP.220	0.033299050313637	0.0995304665720091	0.334561380655696	0.737955981356577
SNP.221	0.103548293863874	0.0980292326530057	1.05630015722355	0.290831104170712
SNP.222	0.121182469169604	0.0992101132661052	1.2214729444423	0.221907003410389
SNP.223	0.3157531351478	0.190709164392435	1.65567887706777	0.0977868671522094
SNP.224	0.0757217012209646	0.0982288244519498	0.770870481688449	0.44078370515634
SNP.225	0.0545686113155386	0.120437730612715	0.453085682019463	0.65048704498708
SNP.226	0.201453177020425	0.135973044044188	1.48156701526045	0.138455541077551
SNP.227	0.0993231152430613	0.133561505017591	0.743650763968101	0.457087783477649
SNP.228	0.281291906114936	0.1002185130811	2.80678586687179	0.00500384921287693
SNP.229	0.161655497183589	0.101169628056975	1.59786588414213	0.110072828077639
SNP.230	0.0857997426768714	0.104987765628338	0.817235628964683	0.413793785122449
SNP.231	0.00918321703970757	0.119390326132422	0.0769175974066946	0.938689098313357
SNP.232	0.00661167873207979	0.10452617694516	0.0632538080441673	0.949564397902451
SNP.233	0.0760948616518387	0.0999953796753884	0.760983776439101	0.446666757485698
SNP.234	0.0176710712522563	0.101770629023584	0.173636258533503	0.862151334651156
SNP.235	0.0150798375488422	0.104209994866289	0.144706249800617	0.884942804474097
SNP.236	0.0588915086879344	0.114404169884036	0.514767151823477	0.606715741924923
SNP.237	0.0732489384804797	0.129692387091312	0.564789808586896	0.572216739799954
SNP.238	0.201118199607669	0.151832496305967	1.32460576293486	0.185301943504067
SNP.239	0.087578300390889	0.151260414236668	0.578990219171691	0.562595772814852
SNP.240	0.242720290556802	0.176028736531403	1.37886742437364	0.167935633565754
SNP.241	0.057942079648836	0.100550768021049	0.576247012222787	0.564448232769668
SNP.242	0.0823680075693347	0.102783377205111	0.801374792394339	0.42291470379625
SNP.243	-0.242342108350904	0.157341347867836	-1.54023155155927	0.123503921618739
SNP.244	-0.0161362565988173	0.103140615509961	-0.156449101249147	0.875679036431474
SNP.245	-0.232340753466206	0.154724376230825	-1.50164285115352	0.133189370379662
SNP.246	0.279636158812895	0.158850791076595	1.76036994790954	0.0783451013172793
SNP.247	-0.0505665374781335	0.101904492972042	-0.496214995073931	0.619742732553328
SNP.248	0.0377662158399743	0.123728188677664	0.305235340819242	0.760186917819193
SNP.249	0.0620945505634267	0.131112985764305	0.473595732729716	0.635788219059446
SNP.250	0.0800972145759756	0.100991616117505	0.793107563332601	0.427715156638546
SNP.251	-0.00430972362322749	0.140189468507619	-0.0307421354050804	0.97547518783538
SNP.252	0.149873348534131	0.110199290230481	1.3600209966931	0.173823279594308
SNP.253	0.192471316289856	0.176132121213628	1.09276669674812	0.274496247277552
SNP.254	-0.0143276513454859	0.200148791811804	-0.0715850004178789	0.942932177380522
SNP.255	0.0626254775523936	0.0981561082776604	0.638019157964586	0.523461209174742
SNP.256	0.162853244963359	0.170440218816475	0.955486012011724	0.339331975803531
SNP.257	0.0950730587454084	0.192825139358929	0.493053234974913	0.621974972953204
SNP.258	0.0181640997074797	0.0971013558476019	0.187063296376498	0.851611005385863
SNP.259	0.327602951358606	0.161106547346625	2.03345523043057	0.0420065522608628
SNP.260	-0.0758086238944659	0.116108628582813	-0.652911198932958	0.51381352875538
SNP.261	0.146113849849247	0.136067994404878	1.07382967235099	0.282899028344395
SNP.262	0.0616310731167499	0.0970019464101968	0.63535913863138	0.525194211456104
SNP.263	0.104285665490667	0.141771191116217	0.735591375579111	0.461979412734785
SNP.264	0.10943705198653	0.10126381911925	1.08071227155332	0.279825122661937
SNP.265	-0.00246886912513696	0.10801880314062	-0.0228559200190634	0.981765201929719
SNP.266	-0.045530184630871	0.0966764754725122	-0.470954122068884	0.637673497356789
SNP.267	0.0652887645829916	0.116786540585179	0.559043570053974	0.576131985145863
SNP.268	0.100623726452856	0.0990225942423943	1.01616936238352	0.309548743283045
SNP.269	0.0154748546419164	0.119813910748933	0.129157412066647	0.897233094127932
SNP.270	0.00695192025407725	0.106834700200392	0.0650717439281191	0.948116877815901
SNP.271	0.157822766024014	0.157766655720075	1.00035565375765	0.317138422874859
SNP.272	0.0748414635182845	0.103890989585622	0.720384547464571	0.471288261495266
SNP.273	0.050302703130587	0.105116973091184	0.478540255215984	0.632265729898979
SNP.274	0.0298264190620267	0.12783216441725	0.23332483806401	0.815509172814562
SNP.275	0.197051212062375	0.153270579258108	1.28564276990524	0.198567762873541
SNP.276	0.143834132855182	0.109325751516515	1.31564732791665	0.188292440615481
SNP.277	0.0881467312907436	0.0965219441208771	0.913229961265129	0.361121609341942
SNP.278	0.370296460137511	0.075978686206514	4.87368864382607	1.09533574700481e-06
SNP.279	0.141957748312145	0.186400741685447	0.761572872664319	0.446314970499928
SNP.280	0.0209524435006045	0.0956797545915283	0.218985130031465	0.826661631170942
SNP.281	0.161443177590822	0.13396900985034	1.20507853100634	0.228172986904617
SNP.282	-0.0325326949202256	0.123553952206978	-0.263307602380267	0.792313500532417
SNP.283	0.0879721914334941	0.102494614237803	0.858310381357065	0.390721098526024
SNP.284	0.170414387112582	0.113742028626887	1.49825345274613	0.13406741265321
SNP.285	0.242035136365403	0.100625491215319	2.40530638352357	0.0161589120053543
SNP.286	0.192975168778558	0.105663318487263	1.82632129618208	0.0678018792208834
SNP.287	0.152361879062088	0.0999576706790639	1.52426400122187	0.12744277594141
SNP.288	0.143473098367548	0.116310457301063	1.23353567423585	0.217375975517012
SNP.289	0.206199634048682	0.159505031033091	1.2927468977822	0.196098611826491
SNP.290	0.0411165566548553	0.160730366641401	0.255810756324526	0.798096967855704
SNP.291	0.00602557272845915	0.097455598813298	0.0618289026164903	0.950699086554017
SNP.292	0.0168210654329451	0.103288418201258	0.162855291288992	0.870632373164217
SNP.293	-0.114219379992714	0.0989826797901758	-1.15393299347762	0.248527641255398
SNP.294	0.0111410989795797	0.100168179373072	0.111223934080754	0.911438772730414
SNP.295	0.0414051927136128	0.0976819920257345	0.423877439996356	0.671655197795787
SNP.296	0.20121871799839	0.127066070703098	1.58357551221173	0.113290350142696
SNP.297	0.523809057552052	0.0807860656872079	6.48390354321951	8.93793755138886e-11
SNP.298	0.13078795734886	0.143870179027327	0.909069261142839	0.363313567053251
SNP.299	0.0922686492271448	0.104375729090461	0.88400483552241	0.376693602529475
SNP.300	0.0575175477720735	0.106718087822527	0.538967188652458	0.589909494852332
SNP.301	-0.109195992469748	0.108365597077394	-1.00766290607674	0.313616318405739
SNP.302	-0.09464623276039	0.1563117484118	-0.605496603563327	0.544849080745163
SNP.303	-0.0686271730214612	0.123209824493822	-0.556994324952574	0.577531306589616
SNP.304	-0.0393756635001808	0.0992565191083369	-0.396706068819549	0.69158422437579
SNP.305	0.0182888083421489	0.0999410259061415	0.182996003656443	0.854801154292014
SNP.306	-0.0843910965490555	0.100317027835354	-0.841243987885715	0.400211262385013
SNP.307	-0.0854528234830423	0.109584075100901	-0.779792350342513	0.435513109746553
SNP.308	-0.0185544735389744	0.112029854048579	-0.165620795425911	0.86845538092751
SNP.309	-0.0713642995282784	0.0966566316304728	-0.738328020793344	0.460315142878863
SNP.310	0.0196349154424411	0.135795143420689	0.144592177215151	0.885032874002486
SNP.311	-0.0686448272754952	0.130366980302636	-0.526550719485426	0.598505621786846
SNP.312	-0.134406304842298	0.139073198774749	-0.966442895010921	0.333822608623734
SNP.313	-0.00545797319222954	0.102378333656231	-0.0533117994531588	0.957483478968256
SNP.314	-0.0411076138924351	0.105274087476638	-0.390481787852662	0.696180319795921
SNP.315	0.024008323805011	0.122895040821811	0.195356327191602	0.845114003697752
SNP.316	-0.0914146638848881	0.112807947055197	-0.810356595179936	0.417735256616543
SNP.317	-0.092401838651569	0.180083205732535	-0.513106362560021	0.607876921097486
SNP.318	0.0878747260747104	0.196993029255948	0.446080383689806	0.655539182032902
SNP.319	-0.0375849036111534	0.103192680769201	-0.364220633973208	0.715693259972389
SNP.320	-0.267084480139204	0.167110178997227	-1.59825380920474	0.109986502735756
SNP.321	-0.0254235179371071	0.0989118168079116	-0.257032160135932	0.797153946670183
SNP.322	0.0696196156419938	0.144850093766482	0.48063217517988	0.6307779435769
SNP.323	0.0191620101000517	0.104726306014939	0.182972271525726	0.854819775421065
SNP.324	-0.00134165202545133	0.101863227756881	-0.013171112431794	0.989491276582027
SNP.325	-0.0373890693756999	0.122139009024141	-0.306118984216662	0.759514054014525
SNP.326	0.098867884382907	0.105154796731008	0.94021278587811	0.347108424653872
SNP.327	-0.110341478753158	0.114746065429762	-0.961614486212605	0.336243292013115
SNP.328	0.135094318932505	0.100102159102057	1.34956448636411	0.177155722197823
SNP.329	-0.0841594340853901	0.114208013700061	-0.736896049224831	0.461185566787458
SNP.330	0.0212244483845392	0.112397315969488	0.188834121184005	0.850222828083012
SNP.331	0.0703235846761815	0.130945061130375	0.53704648399197	0.591235505590039
SNP.332	0.118508589820799	0.17420927880831	0.680265658818317	0.49633626470623
SNP.333	0.1699257473088	0.201352690358777	0.843920918096605	0.398713598236537
SNP.334	0.0239981888868258	0.121145102704698	0.19809458534468	0.842971061160116
SNP.335	0.0757826434150809	0.0958644086433655	0.790519072589361	0.429224688170883
SNP.336	0.0864008641213104	0.0960740916753066	0.899314920543949	0.368484942159155
SNP.337	0.127193438986259	0.10007586161731	1.27097021130476	0.203739246316873
SNP.338	-0.0618604654754903	0.108044037701613	-0.572548627313717	0.566950351965382
SNP.339	0.0871595987456636	0.0953350609291437	0.914244957691312	0.360588145689357
SNP.340	0.100270071148494	0.122556873782414	0.818151345199228	0.413270773416861
SNP.341	0.126391194724234	0.134781747593206	0.93774711324937	0.348374385741165
SNP.342	0.0843509624996489	0.10531088945627	0.800970943604794	0.423148467358617
SNP.343	0.151420198519781	0.125348077418706	1.20799777418194	0.227048118507367
SNP.344	0.186729346573078	0.171617148335463	1.08805762351951	0.276569669737805
SNP.345	0.018017989822582	0.113814310944299	0.158310406425076	0.874212208407939
SNP.346	0.051256937611604	0.106161936090258	0.482818414012585	0.629224674946953
SNP.347	0.0537967825973037	0.169644201462046	0.317115363411579	0.751156067744658
SNP.348	0.0441279516879205	0.0988328964651324	0.446490523562552	0.655242956368606
SNP.349	0.0676794788391285	0.103379125387544	0.654672581001375	0.512678582358177
SNP.350	-0.0593475335403461	0.103191125634851	-0.575122455300578	0.565208482176187
SNP.351	-0.0190552798435827	0.154616888607034	-0.123241904653848	0.901915543361153
SNP.352	0.0543736740305452	0.0999595677927824	0.543956673995056	0.58647128766406
