		Estimate	Std. Error	t value	Pr(>|t|)
hs_ddt_madj_Log2	APO.B	0.0481267906034034	0.0321920314608073	1.49499079180499	0.135201329730525
hs_ddt_madj_Log2	APO.E	0.0220781748490502	0.0320535374134403	0.688790586956954	0.491099127422222
hs_ddt_madj_Log2	IL1beta	0.0101023059296469	0.02992379398824	0.33760110544863	0.735727697824186
hs_ddt_madj_Log2	IL6	0.0475633086487038	0.0302132880025464	1.57425132427478	0.115714576039795
hs_ddt_madj_Log2	MCP1	-0.027078363259284	0.0297948416598738	-0.908827224806227	0.363638791509305
hs_ddt_madj_Log2	Leptin	0.0102850534844266	0.0301410442898537	0.341230827489572	0.732994456342461
hs_ddt_madj_Log2	HGF	0.0164689456690391	0.0313892640684386	0.524668104136865	0.599918791550651
hs_ddt_madj_Log2	INSULIN	0.0266154149372747	0.0301084279207187	0.883985540771449	0.37689561484808
hs_ddt_madj_Log2	TNFalfa	-0.0283768077336432	0.0317462443676762	-0.893863456886141	0.371588888621055
hs_ddt_madj_Log2	BAFF	-0.00848878659319486	0.031395661558547	-0.270380879771075	0.786917556628914
hs_ddt_madj_Log2	Cpeptide	-0.0284044529389849	0.0321625220539857	-0.883153780394062	0.37734458903888
hs_ddt_madj_Log2	PAI1	0.0655980263911758	0.0222916816296171	2.94271322734222	0.00332119390441221
hs_ddt_madj_Log2	IL8	-0.0244803586964746	0.0317585141251514	-0.770828213184168	0.440972948968478
hs_ddt_madj_Log2	FGFBasic	-0.0591217726983932	0.0288577947729325	-2.04872801832547	0.040723688453088
hs_ddt_madj_Log2	GCSF	0.00406443161694888	0.0275417317200794	0.147573567931667	0.882706141097894
hs_ddt_madj_Log2	IL10	-0.051280119080389	0.0312131516387242	-1.64290103331856	0.100686885622423
hs_ddt_madj_Log2	IL13	-0.0103427372425842	0.0264393863264321	-0.3911867361401	0.695734354544099
hs_ddt_madj_Log2	IL12	0.00891190375387111	0.0279437131972711	0.318923390422624	0.749844663764466
hs_ddt_madj_Log2	Eotaxin	1.56261395073436e-05	0.0290346748413886	0.000538188892856781	0.999570684203175
hs_ddt_madj_Log2	IL17	-0.0245647557492528	0.0276168901578801	-0.889483052176443	0.373936427931949
hs_ddt_madj_Log2	MIP1alfa	-0.0461392534774659	0.0260656833346431	-1.77011486271467	0.0769827201964468
hs_ddt_madj_Log2	MIP1beta	-0.036662817422516	0.0264601984591978	-1.38558361453905	0.166152668441686
hs_ddt_madj_Log2	IL15	-0.0057678108691255	0.0277456155929088	-0.20788188497067	0.835359362328298
hs_ddt_madj_Log2	EGF	-0.0157869494376072	0.0238737280108392	-0.661268714732761	0.508577355335113
hs_ddt_madj_Log2	IL5	-0.0507227435030668	0.0271634363091912	-1.86731689340439	0.0621209952778438
hs_ddt_madj_Log2	IFNgamma	-0.0135598654156503	0.0263071763175167	-0.515443590448036	0.60634580929172
hs_ddt_madj_Log2	IFNalfa	-0.0418431764663321	0.0264254174743619	-1.58344429210735	0.11360534559198
hs_ddt_madj_Log2	IL1RA	-0.0301820234617502	0.0298152837697709	-1.01230039247022	0.311615252312773
hs_ddt_madj_Log2	IL2	-0.00236239927305801	0.0267328819595141	-0.0883705421897934	0.929598128329624
hs_ddt_madj_Log2	IP10	-0.014871241821262	0.0316418888467958	-0.469985906760049	0.638457489242562
hs_ddt_madj_Log2	IL2R	-0.0496376839593435	0.0277189063007025	-1.7907518940632	0.0736057767322688
hs_ddt_madj_Log2	MIG	-0.0509628296822793	0.0279845871990641	-1.82110349957149	0.0688604673172188
hs_ddt_madj_Log2	IL4	-0.0183799484915658	0.0251414019551917	-0.731062990215242	0.464895106556968
hs_hcb_madj_Log2	Adiponectin	0.0261369926592477	0.0381926761654389	0.684345672610904	0.493899893789546
hs_hcb_madj_Log2	CRP	0.0264057926049685	0.0372853471805601	0.708208307062138	0.478964729449353
hs_hcb_madj_Log2	APO.A1	0.0808454866534083	0.0371193241724781	2.17798918638047	0.0296169818286333
hs_hcb_madj_Log2	APO.B	0.0394572169482794	0.0380026864841491	1.0382744115929	0.299368637148676
hs_hcb_madj_Log2	APO.E	0.0474778983126107	0.0378007032616857	1.25600568814638	0.209378442039766
hs_hcb_madj_Log2	IL1beta	0.0533701522924174	0.0352720625136269	1.51309984415565	0.130539213800198
hs_hcb_madj_Log2	IL6	0.0580620975419004	0.0356454020433968	1.62888042253562	0.103622341900441
hs_hcb_madj_Log2	MCP1	0.0327904156243384	0.035153790901885	0.93277040066197	0.35114155426193
hs_hcb_madj_Log2	Leptin	-0.000706284536821163	0.0355648291272681	-0.0198590729704826	0.984159366007233
hs_hcb_madj_Log2	HGF	0.011542427465246	0.0370386989864248	0.311631557832969	0.755379121506836
hs_hcb_madj_Log2	INSULIN	-0.0271197451757802	0.0355276662774263	-0.763341587483095	0.445422056978363
hs_hcb_madj_Log2	TNFalfa	-0.0183385283438478	0.0374663641692862	-0.489466452121906	0.624608296760509
hs_hcb_madj_Log2	BAFF	0.0550935977696768	0.0370075335305768	1.48871304066121	0.136847248404531
hs_hcb_madj_Log2	Cpeptide	0.0106644859609426	0.0379600713441951	0.280939565793873	0.778809156893833
hs_hcb_madj_Log2	PAI1	0.00100888598873428	0.0264040929104364	0.0382094545779873	0.969527559546419
hs_hcb_madj_Log2	IL8	-0.0255471532591478	0.0374735823800748	-0.681737683897857	0.495547178282424
hs_hcb_madj_Log2	FGFBasic	-0.0681603743455859	0.0340517970716978	-2.00166746565742	0.0455637497746824
hs_hcb_madj_Log2	GCSF	-0.00261302322189459	0.0324963027594538	-0.0804098620460575	0.935925791394538
hs_hcb_madj_Log2	IL10	-0.111039202752254	0.0367216519466496	-3.02380739607181	0.0025535488315567
hs_hcb_madj_Log2	IL13	-0.00170991431371435	0.0311975474817403	-0.0548092543080559	0.95630029958179
hs_hcb_madj_Log2	IL12	-0.0239332341906544	0.0329640488987103	-0.726040489267408	0.467967144460654
hs_hcb_madj_Log2	Eotaxin	-0.0150070191487793	0.0342546156678016	-0.43810210262804	0.661397588259046
hs_hcb_madj_Log2	IL17	-0.0175552875524906	0.0325921149566194	-0.538636034386136	0.590246115384617
hs_hcb_madj_Log2	MIP1alfa	-0.0167707244546775	0.0307938086910639	-0.54461351705235	0.586128846130979
hs_hcb_madj_Log2	MIP1beta	-0.0435647816179764	0.0312196086940484	-1.39543009795255	0.163165525140437
hs_hcb_madj_Log2	IL15	-0.0474067646306418	0.0327063100082055	-1.44946845482563	0.147489518458387
hs_hcb_madj_Log2	EGF	-0.0330371617670762	0.0281563367389209	-1.17334730271955	0.240908499803154
hs_hcb_madj_Log2	IL5	-0.0355902893460263	0.0320822827663334	-1.1093440452864	0.26752228843243
hs_hcb_madj_Log2	IFNgamma	-0.00899844199051619	0.031041986718366	-0.289879706223579	0.771962456128636
hs_hcb_madj_Log2	IFNalfa	-0.0161952633884702	0.03121039296365	-0.518906103083432	0.603929749539958
hs_hcb_madj_Log2	IL1RA	-0.0271412012150685	0.0351854200019738	-0.771376360252228	0.440648204334044
hs_hcb_madj_Log2	IL2	-0.0307010471988486	0.0315283640320413	-0.973759601597091	0.330388259435738
hs_hcb_madj_Log2	IP10	0.031177720767432	0.0373257709621767	0.835286719168514	0.403736203603077
hs_hcb_madj_Log2	IL2R	-0.0419425029127461	0.032728150051344	-1.28154212343034	0.200271191636125
hs_hcb_madj_Log2	MIG	-0.038890464191416	0.0330473026918037	-1.17681205495363	0.239523048824353
hs_hcb_madj_Log2	IL4	-0.0197134146267577	0.0296652064534819	-0.664529830853204	0.506489410625824
hs_pcb118_madj_Log2	Adiponectin	-0.00858318503191482	0.048317682071776	-0.177640662049237	0.859037628725285
hs_pcb118_madj_Log2	CRP	-0.0226532542943393	0.0471662895720403	-0.480284849622089	0.631119580027444
hs_pcb118_madj_Log2	APO.A1	-0.0483785067769514	0.0470284098432822	-1.02870811363106	0.303841163229054
hs_pcb118_madj_Log2	APO.B	-0.0327240675117079	0.0480811773726759	-0.680600378357304	0.496266453539212
hs_pcb118_madj_Log2	APO.E	-0.0650802639962957	0.0478064489186283	-1.36132813602343	0.173686535496273
hs_pcb118_madj_Log2	IL1beta	0.0126045094597626	0.0446584436094188	0.282242470651265	0.77781025793816
hs_pcb118_madj_Log2	IL6	0.0175633905060713	0.0451370601908726	0.389112415203836	0.697267689635369
hs_pcb118_madj_Log2	MCP1	-0.00258870061754833	0.044481794107229	-0.0581968571525676	0.953602308228272
hs_pcb118_madj_Log2	Leptin	0.00104690464105795	0.0449843237526683	0.0232726548655931	0.981436970675117
hs_pcb118_madj_Log2	HGF	0.00035620843141309	0.0468506073339445	0.00760306966511845	0.9939350539623
hs_pcb118_madj_Log2	INSULIN	0.0111017846527043	0.0449478888168435	0.246992349250096	0.804959859297478
hs_pcb118_madj_Log2	TNFalfa	-0.0192937970074336	0.047391068711948	-0.407118841837162	0.683999269861562
hs_pcb118_madj_Log2	BAFF	0.0109780860278788	0.046854727137418	0.234300500687618	0.814794944646306
hs_pcb118_madj_Log2	Cpeptide	-0.0832138586141148	0.0479506036119655	-1.73540794788556	0.0829463552903208
hs_pcb118_madj_Log2	PAI1	0.0182362046667202	0.033392862432753	0.546110855379485	0.585099577851541
hs_pcb118_madj_Log2	IL8	-0.00925929906615369	0.047407737142667	-0.195311981212879	0.845184494910922
hs_pcb118_madj_Log2	FGFBasic	-0.0138727045663942	0.0431462846920149	-0.32152721063748	0.747871483351874
hs_pcb118_madj_Log2	GCSF	0.0205213385616947	0.0410985882773939	0.499319792280612	0.617653151847699
hs_pcb118_madj_Log2	IL10	0.0139438476726835	0.0466367402226766	0.298988471452031	0.765004859410301
hs_pcb118_madj_Log2	IL13	-0.0159605693246717	0.0394574946053358	-0.404500323305205	0.685922839900053
hs_pcb118_madj_Log2	IL12	0.0213473223432593	0.0416996999681426	0.511929878621862	0.608802009506571
hs_pcb118_madj_Log2	Eotaxin	-0.024323467819686	0.0433246903998936	-0.561422772907935	0.5746227912394
hs_pcb118_madj_Log2	IL17	-0.00374642561897596	0.0412295150291734	-0.0908675645669139	0.927614232424922
hs_pcb118_madj_Log2	MIP1alfa	-0.00990135714486324	0.0389537546195167	-0.254182356529566	0.799401800273042
hs_pcb118_madj_Log2	MIP1beta	0.0139129074590329	0.0395207001325965	0.352041016792554	0.7248743850892
hs_pcb118_madj_Log2	IL15	0.0168763183088056	0.0414047825811535	0.407593453141022	0.683650838500737
hs_pcb118_madj_Log2	EGF	0.00689980710198566	0.0356351600728791	0.193623575364178	0.846506093845454
hs_pcb118_madj_Log2	IL5	-0.0613072790255846	0.0405601640688737	-1.51151457182177	0.130942281988315
hs_pcb118_madj_Log2	IFNgamma	0.00145099448669043	0.0392650534306437	0.0369538396083787	0.970528461748334
hs_pcb118_madj_Log2	IFNalfa	-0.00711954221300727	0.0394808127770827	-0.180329170354364	0.856927102269042
hs_pcb118_madj_Log2	IL1RA	5.24069023007986e-05	0.0445163670254666	0.00117725020711636	0.999060902175777
hs_pcb118_madj_Log2	IL2	-0.0355692906196548	0.0398815312060421	-0.891873745666668	0.372654074620124
hs_pcb118_madj_Log2	IP10	0.012703611735101	0.0472249696636611	0.269002009436466	0.787978172102366
hs_pcb118_madj_Log2	IL2R	-0.00568359963890031	0.0414266306530272	-0.137196763272974	0.890900172393081
hs_pcb118_madj_Log2	MIG	-0.00563773481739104	0.0418257711890818	-0.134790935280177	0.892801631764548
hs_pcb118_madj_Log2	IL4	-0.0119089667018378	0.0375279297224703	-0.317336095806722	0.751048324597255
hs_pcb138_madj_Log2	Adiponectin	-0.0758250859986286	0.042553182108168	-1.78188991379975	0.0750407465035314
hs_pcb138_madj_Log2	CRP	-0.0126950850080704	0.0416005650605915	-0.305166167564788	0.760296862363716
hs_pcb138_madj_Log2	APO.A1	0.0144982689568729	0.0414938840022671	0.349407371844986	0.726849834631104
hs_pcb138_madj_Log2	APO.B	0.00363951184074913	0.042413579009398	0.0858100619130182	0.931632896781892
hs_pcb138_madj_Log2	APO.E	0.00540618659378077	0.0421974711263131	0.128116364547013	0.898080113632989
hs_pcb138_madj_Log2	IL1beta	-0.0807185736973553	0.0393129713954478	-2.05323003660573	0.0402844267333609
hs_pcb138_madj_Log2	IL6	-0.06930033227007	0.0397566126058092	-1.74311460981824	0.0815907398199197
hs_pcb138_madj_Log2	MCP1	0.0208568476284372	0.0392254735795405	0.531716910597501	0.595028567375008
hs_pcb138_madj_Log2	Leptin	-0.0248109015058332	0.0396666294283393	-0.625485499105889	0.531781151833683
hs_pcb138_madj_Log2	HGF	-0.072534806204782	0.0412621246396156	-1.75790284282021	0.0790398899594527
hs_pcb138_madj_Log2	INSULIN	0.0188503083671144	0.0396385312347062	0.475555167659937	0.63448497551162
hs_pcb138_madj_Log2	TNFalfa	-0.0562769403891434	0.041765176417763	-1.3474608565333	0.178107072235147
hs_pcb138_madj_Log2	BAFF	-0.0744360740344656	0.0412637332234124	-1.803910315905	0.0715166309114897
hs_pcb138_madj_Log2	Cpeptide	-0.0360935654879207	0.0423332166801998	-0.852606258593209	0.39406178248458
hs_pcb138_madj_Log2	PAI1	-0.0348592582031405	0.0294359595246166	-1.18424059436515	0.236571583647431
hs_pcb138_madj_Log2	IL8	-0.0468375672286942	0.0417879857455724	-1.12083811633962	0.262599427578681
hs_pcb138_madj_Log2	FGFBasic	-0.0167852493401212	0.0380510053512553	-0.441124989607336	0.659208497019217
hs_pcb138_madj_Log2	GCSF	0.0144076507588769	0.0362481105050625	0.397473152617561	0.691095069286259
hs_pcb138_madj_Log2	IL10	-0.0117375010412205	0.0411311008655475	-0.28536802551405	0.775415488141401
hs_pcb138_madj_Log2	IL13	-0.022514523942124	0.0347952663157375	-0.647057095003205	0.517728895156164
hs_pcb138_madj_Log2	IL12	-0.0389057611498004	0.0367625508035641	-1.05829873878144	0.290149722929279
hs_pcb138_madj_Log2	Eotaxin	0.0204734675362598	0.038210397679978	0.535808805439042	0.592198135414472
hs_pcb138_madj_Log2	IL17	-0.0223486801545246	0.0363560300640215	-0.614717286655596	0.538867540608614
hs_pcb138_madj_Log2	MIP1alfa	-0.0446635597684237	0.0343298091764912	-1.30101392462761	0.193523931169659
hs_pcb138_madj_Log2	MIP1beta	0.0124547119294951	0.0348549515632698	0.357329772984676	0.72091293048922
hs_pcb138_madj_Log2	IL15	-0.0212693687698533	0.0365138137374491	-0.582501979190389	0.560347016758843
hs_pcb138_madj_Log2	EGF	0.0136918170110028	0.0314260269307713	0.435683996617345	0.663150804598216
hs_pcb138_madj_Log2	IL5	-0.0605789810778411	0.0357623512440169	-1.69393171786981	0.0905590529466973
hs_pcb138_madj_Log2	IFNgamma	-0.0320237999640274	0.0346162116852013	-0.925109895191615	0.355110001244676
hs_pcb138_madj_Log2	IFNalfa	-0.027964656325847	0.0348102154738325	-0.803346257562482	0.421946772305589
hs_pcb138_madj_Log2	IL1RA	-0.0544450858882076	0.0392268494628821	-1.38795459318561	0.165429643510748
hs_pcb138_madj_Log2	IL2	0.00146191573302877	0.0351858274973753	0.0415484255170019	0.96686616691638
hs_pcb138_madj_Log2	IP10	0.0128171001006055	0.0416493187169042	0.307738529595765	0.758339083394532
hs_pcb138_madj_Log2	IL2R	-0.0169351901118634	0.0365327036398916	-0.463562463889782	0.64305221710213
hs_pcb138_madj_Log2	MIG	-0.0169702268976852	0.0368847342605245	-0.460088088958996	0.645543182187506
hs_pcb138_madj_Log2	IL4	-0.0193698257984457	0.0330938919489185	-0.585299118893108	0.558465679285047
hs_pcb153_madj_Log2	Adiponectin	0.00433832791570237	0.0492754442358782	0.0880423907481197	0.929858879020728
hs_pcb153_madj_Log2	CRP	-0.0147602349172721	0.0481036727149711	-0.306842161610633	0.759021117711954
hs_pcb153_madj_Log2	APO.A1	0.0486738349438472	0.0479607120479102	1.01486889717618	0.310389683562705
hs_pcb153_madj_Log2	APO.B	-0.00311564627821011	0.0490438753588018	-0.0635277342056728	0.949357723296804
hs_pcb153_madj_Log2	APO.E	0.0137851355071692	0.0487925164278151	0.282525610819094	0.777593231236855
hs_pcb153_madj_Log2	IL1beta	-0.0524559317451655	0.0455175715605782	-1.15243256497885	0.249391717560892
hs_pcb153_madj_Log2	IL6	-0.0342881224406184	0.0460229077055937	-0.745022949439827	0.456415701121749
hs_pcb153_madj_Log2	MCP1	0.0136469369294694	0.0453612519588862	0.300850094301596	0.763585199736094
hs_pcb153_madj_Log2	Leptin	-0.0251875831433523	0.045869294974605	-0.549116422157723	0.583036097903435
hs_pcb153_madj_Log2	HGF	-0.047981267624509	0.047757048037181	-1.00469500516769	0.315262894625298
hs_pcb153_madj_Log2	INSULIN	0.0295444435438783	0.0458310371229364	0.644638336781007	0.519294901901152
hs_pcb153_madj_Log2	TNFalfa	-0.0167440335840142	0.0483309408198275	-0.346445430194172	0.729073707591068
hs_pcb153_madj_Log2	BAFF	-0.0147820089575291	0.047782098423664	-0.309362908812903	0.757103595200543
hs_pcb153_madj_Log2	Cpeptide	-0.0110469367937807	0.0489657940840775	-0.225605180114354	0.821550079163571
hs_pcb153_madj_Log2	PAI1	-0.0172592753710415	0.0340550518024976	-0.506805142189674	0.612392296291632
hs_pcb153_madj_Log2	IL8	-0.0161425321884629	0.0483453447721903	-0.333900446144891	0.738517809040271
hs_pcb153_madj_Log2	FGFBasic	0.0580260158455585	0.0439686049685885	1.31971473479799	0.187202639332713
hs_pcb153_madj_Log2	GCSF	0.0409110614407606	0.0418995074209808	0.976409126477576	0.329074695552186
hs_pcb153_madj_Log2	IL10	0.00396287021196782	0.047562439979953	0.083319321162626	0.933612673980478
hs_pcb153_madj_Log2	IL13	-0.00416654600671707	0.0402419704230371	-0.103537325904197	0.917555246589203
hs_pcb153_madj_Log2	IL12	0.020113750641837	0.0425265584054893	0.472969160825408	0.636328253737343
hs_pcb153_madj_Log2	Eotaxin	0.0079357807808326	0.0441886421231043	0.179588699709859	0.857508283253518
hs_pcb153_madj_Log2	IL17	0.0148920010230845	0.0420441013986803	0.354199531626854	0.723256687685462
hs_pcb153_madj_Log2	MIP1alfa	0.0150098910802681	0.0397240770921633	0.377853739570686	0.705611555590901
hs_pcb153_madj_Log2	MIP1beta	0.0212497457671442	0.0403008549420316	0.527277790947852	0.598106155805816
hs_pcb153_madj_Log2	IL15	0.0541829163617627	0.0421968693251939	1.28405062338149	0.199392434281564
hs_pcb153_madj_Log2	EGF	0.0311407006260419	0.0363297184847313	0.85716878425936	0.391536800434286
hs_pcb153_madj_Log2	IL5	-0.0638765015782755	0.0413618449564413	-1.54433395428914	0.122792741506728
hs_pcb153_madj_Log2	IFNgamma	0.0134640747390376	0.0400409264311766	0.336257822660023	0.736740064270469
hs_pcb153_madj_Log2	IFNalfa	0.00228090280451664	0.0402635087856332	0.0566493798804368	0.954834702656548
hs_pcb153_madj_Log2	IL1RA	0.0235186011081124	0.0453927981169789	0.518113050610013	0.604482740465597
hs_pcb153_madj_Log2	IL2	0.0348651580935096	0.0406727448643712	0.85721183091459	0.391513024577967
hs_pcb153_madj_Log2	IP10	0.0892524876004837	0.0480874967865126	1.85604353657096	0.0637124584850255
hs_pcb153_madj_Log2	IL2R	0.00661108032069261	0.0422472357899208	0.156485511941349	0.875678819806236
hs_pcb153_madj_Log2	MIG	-0.0110028993033193	0.0426534614402623	-0.257960290484964	0.796485414515048
hs_pcb153_madj_Log2	IL4	-0.0274305370463186	0.0382642775309011	-0.716870638003463	0.473604865890914
hs_pcb170_madj_Log2	Adiponectin	-0.0016837783938849	0.0522581743154008	-0.0322203830490244	0.974302098989823
hs_pcb170_madj_Log2	CRP	-0.131402752930642	0.050864664804739	-2.58337990499054	0.00991083721192663
hs_pcb170_madj_Log2	APO.A1	0.0209525302537271	0.05088342916463	0.411775122033081	0.680583828605668
hs_pcb170_madj_Log2	APO.B	-0.00240947787043977	0.0520124750507741	-0.0463249993023339	0.963059554398511
hs_pcb170_madj_Log2	APO.E	0.0083608991495751	0.0517471105362583	0.161572289987414	0.871672109840923
hs_pcb170_madj_Log2	IL1beta	-0.131460818837491	0.0481399976222637	-2.73080235418818	0.00641819810301397
hs_pcb170_madj_Log2	IL6	-0.107979982767619	0.0487130259305386	-2.21665521089966	0.0268489486073114
hs_pcb170_madj_Log2	MCP1	0.0121587947554147	0.0481074810230059	0.25274228658117	0.800514206252187
hs_pcb170_madj_Log2	Leptin	-0.0659895609134716	0.0486119396645711	-1.35747640124645	0.174906054626999
hs_pcb170_madj_Log2	HGF	-0.080074654099354	0.0506136739435623	-1.58207551162247	0.113917462791013
hs_pcb170_madj_Log2	INSULIN	-0.00324685396509301	0.0486141319180204	-0.0667882740469024	0.94676229678572
hs_pcb170_madj_Log2	TNFalfa	-0.0272951012227523	0.0512525635259541	-0.532560702235512	0.594444396606151
hs_pcb170_madj_Log2	BAFF	-0.0703480975336706	0.050632418829475	-1.38938844242453	0.164993546137599
hs_pcb170_madj_Log2	Cpeptide	0.0259397589743896	0.0519249728494859	0.499562302123504	0.617482400838155
hs_pcb170_madj_Log2	PAI1	-0.0262763753549299	0.0361119181506976	-0.727637209557152	0.466989283428845
hs_pcb170_madj_Log2	IL8	-0.0160172458333981	0.0512719403126412	-0.312397887338174	0.754796884792841
hs_pcb170_madj_Log2	FGFBasic	0.0328325625348992	0.0466561467846824	0.703713546822053	0.481758902059268
hs_pcb170_madj_Log2	GCSF	0.0301793880428755	0.0444454821771735	0.679020376527159	0.49726663146508
hs_pcb170_madj_Log2	IL10	0.0191717408919478	0.0504381986786279	0.380103599934297	0.703941296638475
hs_pcb170_madj_Log2	IL13	0.0153465496270598	0.0426754772908156	0.359610497674799	0.719206896042893
hs_pcb170_madj_Log2	IL12	0.0226345607405885	0.0451000570992535	0.501874325586235	0.615855547178821
hs_pcb170_madj_Log2	Eotaxin	0.0153292688170792	0.0468617378897472	0.327116951000509	0.743641163692392
hs_pcb170_madj_Log2	IL17	0.0297381073989843	0.0445825500787601	0.667034688380288	0.504888734058333
hs_pcb170_madj_Log2	MIP1alfa	0.0397996761680023	0.0421142758620615	0.945040021544231	0.344844290918515
hs_pcb170_madj_Log2	MIP1beta	0.0893370838758477	0.0426613014618386	2.09410123026278	0.0364775260138151
hs_pcb170_madj_Log2	IL15	0.066312592881607	0.0447399477957348	1.48217859315269	0.138576866802285
hs_pcb170_madj_Log2	EGF	0.0309854275925072	0.0385302323520086	0.804184810240104	0.421462598493354
hs_pcb170_madj_Log2	IL5	-0.0688640084813656	0.0438638438532269	-1.56994924365935	0.116712174291471
hs_pcb170_madj_Log2	IFNgamma	0.0338763696675385	0.0424545253664625	0.79794484510477	0.425073322704876
hs_pcb170_madj_Log2	IFNalfa	0.00887192745300193	0.0426998318770248	0.20777429472212	0.835443352343505
hs_pcb170_madj_Log2	IL1RA	0.0505469911545357	0.0481222532423847	1.05038704027299	0.29376903504696
hs_pcb170_madj_Log2	IL2	0.0278786779747657	0.0431407738063229	0.646225728354452	0.518266881121647
hs_pcb170_madj_Log2	IP10	0.0785778648532256	0.0510227796606022	1.54005456731124	0.123832319296038
hs_pcb170_madj_Log2	IL2R	0.0417838038431318	0.0447873232741347	0.932938179568827	0.35105495423115
hs_pcb170_madj_Log2	MIG	-0.0123579732857942	0.045235049217211	-0.273194646621325	0.784754460371074
hs_pcb170_madj_Log2	IL4	-0.00593235358903572	0.0405893696637825	-0.14615535146704	0.883825312961096
hs_pcb180_madj_Log2	Adiponectin	0.0232472912981093	0.04787250193947	0.48560844652538	0.62734072945622
hs_pcb180_madj_Log2	CRP	-0.0301266993586044	0.0467321259370874	-0.644667854382704	0.519275776205417
